리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
13837964,lb********,2024-05-26 16:45:31.345417,정말 좋은 책입니다. 훔쳐라,집중돼요,4
13836878,hi*******,2024-05-26 11:28:27.403545,좋은내용이긴한데 그렇다고 강력추천까지는 아닌…,쉬웠어요,3
13833259,wn********,2024-05-25 18:22:03.101558,일류가 되는데 도움이 됩니다,도움돼요,4
13831400,kh****,2024-05-25 10:16:48.906945,세번을 읽어도 또찾게되는,최고예요,4
13831395,kh****,2024-05-25 10:16:13.440884,자기계발끝판입니다 ,최고예요,4
13831390,kh****,2024-05-25 10:15:42.041064,자기계발끝판입니다.,최고예요,4
13831385,kh****,2024-05-25 10:15:15.465174,세번읽었는데 추구하는바가 확실함,최고예요,4
13831382,kh****,2024-05-25 10:14:45.417591,자기계발서 끝판입니다,최고예요,4
13828965,fr********,2024-05-24 22:42:22.92901,일류의 조건이 무엇일까. 절판 되었다가 다시 판매되어서 빨리 구매했다~   ,도움돼요,4
13826549,wo******************,2024-05-24 15:50:08.066285,리뷰가 케바케라서 조금 걱정했는데 생각보다 저는 도움이 되는 것 같아요!,집중돼요,4
13825079,oy*****,2024-05-24 09:54:52.850642,자기계발을 위해 열심히 읽어보려고요,도움돼요,3
13815225,gr********,2024-05-22 14:00:51.924132,사이토다카시 좋아해서 읽어봤어요,도움돼요,4
13811970,kh****,2024-05-21 21:59:09.62196,자기계발서 끝판왕입니다,도움돼요,4
13810435,bi******,2024-05-21 14:42:43.154433,일류는 무엇이 다른지 잘 보여줍니다.,최고예요,4
13809823,zi*****,2024-05-21 11:57:58.559967,최고가 되고 싶다면 읽어볼만합니다. ,도움돼요,4
13809465,al*******,2024-05-21 10:16:11.639926,선물했는데 아주 좋아합니다.,도움돼요,4
13798064,hu********,2024-05-19 11:41:09.220492,엄청기대되네요잘읽을께요,집중돼요,4
13795090,po*****,2024-05-18 22:28:20.316941,최고입니다. 인생의길잡이,집중돼요,4
13787343,ni***,2024-05-17 20:20:49.168068,평이 좋아서 구입했어요 정독해야겠어요,도움돼요,4
13785436,kg*****,2024-05-17 13:15:08.992199,어떻게 생각을 하면서 살아가면 좋을지 다시 한번 생각해 볼 수 있었습니다!,추천해요,4
13784331,ma*******,2024-05-17 06:50:32.09806,"일류의 조건 
많은 도움이 되었습니다!",추천해요,4
13775805,yu****,2024-05-16 08:34:22.666703,일류의 정의가 무언지 심각한 의구심이 생기네요.,집중돼요,4
13775203,da*****,2024-05-16 06:03:18.787687,자기계발서로 추천드려요,집중돼요,4
13773610,co******,2024-05-16 00:01:08.264987,양장본 이네요. 흥미가 생겨 구입했어요,도움돼요,4
13772178,fi*****,2024-05-15 21:34:30.216235,"일류가 되는 조건은 시간이 축적된 숙달에 있다.
숙달의 보편적 원리는 훔치는 힘, 추진하는 힘, 요약하는 힘이다. 이 세가지 힘을 활용하여 의지를 가지고 반복하여 기술화할 때 일류가 된다.
자기만의 스타일을 구축할 때 일류가 된다.",추천해요,4
13769494,ko********,2024-05-15 17:05:48.642963,차분하게 읽을수 있어서 좋네요.숙독해야겠어요.,집중돼요,4
13769085,zx*******,2024-05-15 16:15:13.227601,좋아하는 작가의 책이라 기대하면서 읽어볼게요.,도움돼요,4
13769017,su*******,2024-05-15 16:10:32.320669,정말 깊이 있는 자기계발서입니다~,추천해요,4
13768384,me********,2024-05-15 15:06:39.369927,글자도 크고 읽기쉬워요,집중돼요,4
13765266,li****,2024-05-15 09:07:13.567288,시대와 세대와 초월한 일류,집중돼요,4
13764166,sh********,2024-05-15 05:42:23.542782,일류가 되기 위해 자신만의 스타일을 구축하는 모든 분야에 적응해 보자,도움돼요,3
13762869,ho****,2024-05-15 00:05:26.69722,사회 초년생이 읽으면 좋을 책 ,도움돼요,4
13756455,mu*******,2024-05-13 23:38:37.70281,요약하는 힘에 대해 다시 한번 생각해 볼 수 있는 기회였어요. ,도움돼요,4
13753448,po******,2024-05-13 14:28:30.775197,간단명료하지만 우리가 간과하고있었던것들,도움돼요,4
13747968,hj****,2024-05-12 14:16:51.331855,모두 읽어보세요~!!!,최고예요,4
13741374,ch*****,2024-05-11 14:22:53.730154,정말도움되는도서이다,도움돼요,4
13739221,ch********,2024-05-11 00:56:19.869578,실제 사례를 들어서 이해하기 좋습니다.,도움돼요,4
13737146,ye********,2024-05-10 18:33:21.110285,내용 너무잼고 알차요,추천해요,4
13736741,ha*********,2024-05-10 16:56:03.150409,도움이 될 거 같아서 구매했어요,도움돼요,4
13736566,bo********,2024-05-10 15:58:53.415804,"훔치는 힘, 요약하는 힘, 추진하는 힘 익히겠습니다. ",도움돼요,4
13736502,lo********,2024-05-10 15:49:40.215798,재밌게 잘 읽혀요 좋아요,집중돼요,4
13736048,kh****,2024-05-10 14:09:56.164963,선물하려고 추가구매했습니다. 최고입니다,도움돼요,4
13734451,em*****,2024-05-10 01:35:18.997087,한번쯤 읽어보면 좋은 내용이예요,도움돼요,3
13729154,jh****,2024-05-09 10:11:53.80499,일류가 되는 세가지 조건 지식을 훔치는힘 요약하는 힘 추진하는 힘,도움돼요,3
13661749,hn*****,2024-04-30 14:44:53.416513,일류의 조건이란 뭘까,도움돼요,3
